product_id,date,category,brand,cost_price,base_price,actual_price,discount_percent,units_sold,demand_score,season,competitor_price,price_gap,competitor_stock,page_views,add_to_cart_rate,conversion_rate,stock_available,stock_out,lead_time_days,price_elasticity
9308,2023-02-25,Fashion,BrandC,211.05,1087.42,1338.3,39.16,50.0,87.0,Normal,248.18,1090.12,No,1641.0,0.02,0.18,1,Yes,28,-0.79
7474,2023-03-01,Beauty,BrandA,1176.01,2948.87,2365.86,12.75,197.0,25.0,Off-season,1966.6,399.2600000000002,No,696.0,0.22,0.16,147,Yes,8,0.77
2374,2023-05-18,Electronics,BrandC,1149.28,2882.2,919.91,1.31,171.0,21.0,Off-season,2307.4,-1387.4900000000002,No,524.0,0.4,0.29,475,Yes,24,2.65
8393,2023-02-08,Electronics,BrandD,495.96,2377.4,155.08,48.88,25.0,68.0,Normal,1935.71,-1780.63,No,1742.0,0.02,0.21,76,No,14,-1.84
5403,2023-01-28,Home,BrandD,526.44,2460.02,956.92,51.37,78.0,73.0,Normal,935.86,21.059999999999945,No,608.0,0.26,0.3,148,Yes,17,-0.85
4546,2023-02-18,Electronics,BrandE,368.54,1290.58,2057.68,52.83,120.0,61.0,Normal,1160.95,896.7299999999998,No,184.0,0.36,0.25,494,Yes,13,1.07
4977,2023-05-05,Fashion,BrandD,1230.07,1267.37,903.16,2.18,148.0,18.0,Festival,837.48,65.67999999999995,No,1152.0,0.14,0.29,41,Yes,13,-2.58
4411,2023-01-13,Grocery,BrandC,1133.16,2867.75,785.99,45.66,107.0,40.0,Off-season,1447.65,-661.6600000000001,Yes,450.0,0.29,0.27,158,No,1,-0.96
9988,2023-02-05,Home,BrandB,933.26,1161.97,2303.97,50.15,90.0,21.0,Off-season,2322.53,-18.5600000000004,Yes,1602.0,0.44,0.29,62,No,16,0.8
4892,2023-04-11,Grocery,BrandD,396.29,380.93,799.29,18.7,29.0,26.0,Festival,,,Yes,146.0,0.41,0.21,259,No,21,-0.38
8324,2023-10-09,Electronics,BrandA,299.19,542.83,2428.03,28.23,198.0,1.0,Off-season,1234.96,1193.0700000000002,No,63.0,0.33,0.05,221,No,13,2.87
9342,2023-03-27,Beauty,BrandC,122.89,2160.16,2094.98,24.47,142.0,20.0,Normal,2248.04,-153.05999999999995,Yes,222.0,0.12,0.27,490,No,13,2.85
4249,2023-01-04,Fashion,BrandA,116.14,1210.64,1735.88,26.41,79.0,88.0,Off-season,82.26,1653.6200000000001,Yes,215.0,0.06,0.16,392,Yes,8,2.56
1111,2023-08-11,Electronics,BrandE,321.35,678.09,1527.95,50.8,122.0,21.0,Normal,771.75,756.2,No,1648.0,0.08,0.15,100,No,7,2.73
1682,2023-12-04,Fashion,BrandE,195.77,2459.98,623.97,25.07,186.0,8.0,Festival,1178.51,-554.54,No,1465.0,0.5,0.17,419,No,13,2.71
2161,2023-06-15,Electronics,BrandB,856.36,1517.15,1847.56,18.14,83.0,30.0,Festival,1573.11,274.45000000000005,Yes,542.0,0.36,0.07,216,No,19,2.05
8400,2023-12-10,Electronics,BrandC,569.23,1746.16,920.07,7.82,112.0,44.0,Off-season,2588.9,-1668.83,No,1893.0,0.12,0.07,473,Yes,14,2.7
3379,2023-10-05,Electronics,BrandB,695.17,546.45,1255.25,40.49,101.0,0.0,Normal,1691.63,-436.3800000000001,No,1495.0,0.3,0.17,268,No,19,-2.95
6426,2023-05-10,Home,BrandA,911.4,658.99,331.85,5.05,83.0,14.0,Normal,1041.48,-709.63,No,812.0,0.02,0.24,491,No,18,1.7
9352,2023-01-31,Grocery,BrandB,1005.7,464.98,796.69,3.67,69.0,29.0,Off-season,1906.68,-1109.99,No,176.0,0.42,0.04,235,No,1,0.22
2425,2023-01-11,Beauty,BrandA,989.89,1592.17,1360.47,40.89,107.0,12.0,Festival,2560.06,-1199.59,No,177.0,0.4,0.22,183,No,28,-0.18
4661,2023-10-29,Grocery,BrandB,428.24,2349.41,1212.66,41.66,103.0,77.0,Normal,1620.37,-407.7099999999998,Yes,184.0,0.33,0.06,361,No,4,-2.24
9469,2023-04-06,Grocery,BrandE,1223.96,2223.63,911.3,11.94,147.0,33.0,Off-season,966.24,-54.940000000000055,No,459.0,0.11,0.13,235,Yes,25,-0.86
8040,2023-07-09,Fashion,BrandC,1380.68,857.57,1222.07,57.43,196.0,24.0,Normal,1799.04,-576.97,Yes,288.0,0.26,0.03,388,No,9,-0.69
5592,2023-07-11,Home,BrandB,508.11,2569.5,1882.72,47.27,52.0,56.0,Normal,1249.55,633.1700000000001,Yes,1389.0,0.34,0.19,376,No,14,-1.69
8530,2023-09-23,Home,BrandA,74.74,406.42,1191.57,41.19,129.0,32.0,Normal,1430.13,-238.56000000000017,Yes,685.0,0.19,0.26,270,No,3,2.67
4107,2023-05-08,Electronics,BrandC,1353.77,430.74,1304.9,45.26,157.0,84.0,Off-season,2487.51,-1182.6100000000001,Yes,340.0,0.31,0.14,189,No,21,0.66
1302,2023-08-26,Grocery,BrandE,1389.15,2562.98,1776.77,24.71,135.0,95.0,Festival,1180.23,596.54,No,778.0,0.17,0.26,130,No,2,2.8
5533,2023-12-21,Beauty,BrandE,123.87,808.82,2116.71,27.34,39.0,15.0,Festival,,,Yes,278.0,0.26,0.21,435,Yes,25,0.52
3773,2023-04-22,Fashion,BrandD,57.19,2153.54,1355.01,52.21,121.0,68.0,Festival,1679.54,-324.53,Yes,109.0,0.15,0.23,23,No,23,0.17
8199,2023-11-12,Home,BrandC,1233.79,126.33,2374.58,1.53,135.0,26.0,Off-season,1512.23,862.3499999999999,Yes,1568.0,0.36,0.12,110,No,21,-0.67
5281,2023-12-09,Electronics,BrandB,487.12,371.44,935.34,48.15,144.0,25.0,Off-season,1081.28,-145.93999999999994,Yes,597.0,0.08,0.11,403,Yes,17,-1.82
5768,2023-05-25,Beauty,BrandE,1376.14,1866.94,691.18,26.85,98.0,61.0,Festival,842.92,-151.74,Yes,,0.18,0.05,495,No,24,-1.92
2000,2023-03-06,Grocery,BrandB,364.28,629.01,1757.28,27.84,29.0,18.0,Off-season,1403.48,353.79999999999995,Yes,1039.0,0.36,0.18,499,Yes,1,1.36
2718,2023-09-04,Beauty,BrandB,1298.67,181.82,505.31,19.54,128.0,21.0,Festival,491.92,13.389999999999986,Yes,663.0,0.35,0.3,9,Yes,16,1.87
8169,2023-08-11,Home,BrandA,149.53,1454.15,2257.92,36.42,196.0,56.0,Festival,755.0,1502.92,Yes,1119.0,0.27,0.17,63,No,17,-2.78
8361,2023-11-09,Fashion,BrandB,427.92,1058.51,1015.51,40.54,63.0,73.0,Off-season,2223.65,-1208.14,No,1093.0,0.05,0.17,378,No,16,-2.37
4830,2023-04-16,Grocery,BrandD,1461.04,2426.55,1769.52,9.65,35.0,78.0,Normal,2371.0,-601.48,No,575.0,0.25,0.12,282,No,5,1.42
8154,2023-06-30,Fashion,BrandC,385.24,2474.6,1459.84,33.94,78.0,97.0,Normal,1071.12,388.72,Yes,,0.07,0.08,432,No,16,-1.97
6020,2023-07-03,Beauty,BrandC,242.87,1881.83,211.63,27.89,176.0,93.0,Off-season,2182.07,-1970.44,No,1512.0,0.19,0.29,51,Yes,3,-0.72
3882,2023-08-14,Beauty,BrandA,1292.73,949.8,1795.97,46.91,80.0,34.0,Off-season,340.05,1455.92,Yes,1953.0,0.14,0.13,145,Yes,9,1.75
1998,2023-09-22,Electronics,BrandD,220.81,1438.72,1991.81,32.72,23.0,13.0,Festival,625.01,1366.8,No,79.0,0.45,0.05,304,Yes,9,2.23
1284,2023-10-05,Grocery,BrandD,191.31,2136.54,2457.58,25.77,,86.0,Normal,1583.44,874.1399999999999,Yes,1997.0,0.24,0.1,187,No,15,2.49
9612,2023-03-30,Beauty,BrandC,518.97,300.99,1087.03,31.74,131.0,6.0,Normal,1788.32,-701.29,No,,0.39,0.22,437,Yes,26,-0.96
3160,2023-06-25,Home,BrandD,971.23,1064.24,1297.09,29.43,122.0,89.0,Festival,714.45,582.6399999999999,No,1713.0,0.23,0.29,314,No,22,0.6
4065,2023-01-18,Home,BrandE,1080.58,2484.87,2197.18,56.11,109.0,92.0,Festival,2448.13,-250.95000000000027,Yes,1840.0,0.16,0.08,453,No,26,-0.12
2494,2023-04-16,Fashion,BrandB,1327.8,1277.48,731.46,18.71,76.0,9.0,Normal,1651.11,-919.6499999999999,No,555.0,0.22,0.15,211,Yes,20,1.27
5623,2023-09-28,Home,BrandB,834.32,1911.54,537.73,2.24,189.0,47.0,Festival,2402.09,-1864.3600000000001,No,94.0,0.45,0.1,227,No,22,1.44
3543,2023-11-15,Beauty,BrandC,620.46,379.37,401.64,39.72,136.0,93.0,Normal,,,Yes,1318.0,0.06,0.11,453,Yes,6,-1.65
5800,2023-06-16,Home,BrandC,570.31,2353.43,2447.37,36.23,25.0,45.0,Off-season,1550.09,897.28,No,1707.0,0.2,0.04,386,No,8,2.65
9913,2023-01-13,Grocery,BrandD,1278.01,391.35,734.27,54.6,46.0,86.0,Off-season,941.33,-207.06000000000006,No,1251.0,0.13,0.18,163,Yes,5,-0.08
2401,2023-12-03,Fashion,BrandA,1099.53,2598.42,1912.89,7.05,143.0,73.0,Normal,2263.82,-350.93000000000006,No,50.0,0.25,0.09,15,No,20,-1.64
1445,2023-02-01,Grocery,BrandC,1362.87,409.14,1168.19,31.36,164.0,25.0,Normal,113.71,1054.48,Yes,1999.0,0.3,0.07,274,No,8,-1.32
5522,2023-02-09,Beauty,BrandC,1447.85,2683.59,662.19,9.05,106.0,17.0,Festival,2013.15,-1350.96,Yes,1060.0,0.36,0.05,112,No,16,-2.16
4767,2023-05-28,Beauty,BrandC,485.07,1154.93,2290.27,27.34,197.0,,Off-season,493.45,1796.82,Yes,1775.0,0.08,0.14,60,No,22,-1.97
3551,2023-08-06,Home,BrandD,818.03,1911.14,1202.41,47.96,10.0,2.0,Normal,,,Yes,1238.0,0.3,0.13,210,No,27,2.13
6646,2023-08-07,Electronics,BrandE,966.14,2555.0,1449.61,51.44,129.0,,Festival,1245.11,204.5,No,1094.0,0.39,0.23,400,Yes,7,2.03
4888,2023-03-23,Electronics,BrandC,287.58,129.7,618.43,50.03,122.0,28.0,Normal,,,No,609.0,0.34,0.13,465,No,6,-0.37
5816,2023-11-29,Beauty,BrandE,127.35,870.51,864.45,32.84,82.0,4.0,Off-season,2141.03,-1276.5800000000002,No,1051.0,0.25,0.28,344,No,29,-0.02
3731,2023-07-27,Beauty,BrandD,1308.26,2734.18,1889.4,38.04,22.0,68.0,Normal,1347.95,541.45,No,85.0,0.3,0.14,35,Yes,18,-2.6
8699,2023-07-20,Fashion,BrandA,826.51,1225.71,910.17,33.09,174.0,14.0,Normal,235.06,675.1099999999999,Yes,1098.0,0.45,0.16,215,Yes,8,-1.56
3629,2023-11-28,Beauty,BrandB,877.62,2148.49,1304.42,33.67,61.0,89.0,Normal,162.47,1141.95,Yes,623.0,0.25,0.28,175,Yes,9,-1.58
8687,2023-02-07,Beauty,BrandB,854.63,506.03,356.74,53.11,75.0,25.0,Normal,719.09,-362.35,No,1958.0,0.41,0.04,26,Yes,14,2.04
2057,2023-07-30,Fashion,BrandB,1144.69,2067.28,2137.16,12.56,38.0,35.0,Normal,1878.35,258.80999999999995,Yes,1111.0,0.48,0.12,48,Yes,1,-0.39
7834,2023-11-23,Grocery,BrandB,260.98,312.17,1864.95,26.33,133.0,3.0,Off-season,1174.33,690.6200000000001,Yes,1539.0,0.04,0.06,246,No,3,-2.77
9949,2023-09-06,Grocery,BrandD,940.37,2180.24,1921.0,36.6,163.0,89.0,Festival,1406.27,514.73,Yes,1727.0,0.43,0.17,349,No,26,-1.39
2795,2023-08-15,Fashion,BrandB,730.75,1039.03,511.21,45.92,189.0,28.0,Off-season,423.07,88.13999999999999,No,1746.0,0.06,0.25,360,Yes,27,-0.29
5849,2023-02-17,Fashion,BrandD,1350.59,1450.96,1278.28,45.71,59.0,38.0,Festival,1895.06,-616.78,Yes,1006.0,0.04,0.27,201,Yes,29,-1.98
9215,2023-01-18,Grocery,BrandA,803.45,582.15,146.65,7.03,109.0,21.0,Festival,990.37,-843.72,No,1965.0,0.22,0.02,94,Yes,16,-2.59
5150,2023-10-22,Grocery,BrandC,1417.26,1920.76,842.52,13.31,78.0,61.0,Off-season,923.82,-81.30000000000007,Yes,244.0,0.25,0.12,356,Yes,15,-2.04
7947,2023-07-15,Grocery,BrandC,562.22,1078.95,922.21,54.69,35.0,64.0,Normal,1546.29,-624.0799999999999,No,1817.0,0.05,0.12,480,Yes,24,-1.58
7470,2023-07-06,Grocery,BrandC,1452.0,1211.79,2291.13,21.45,76.0,91.0,Festival,2009.02,282.1100000000001,No,836.0,0.48,0.22,440,No,29,-0.05
8179,2023-12-11,Home,BrandD,1318.98,1991.36,2482.53,0.16,71.0,45.0,Normal,140.86,2341.67,Yes,175.0,0.04,0.25,487,Yes,3,1.6
4712,2023-08-12,Fashion,BrandD,897.18,618.7,1574.95,11.99,87.0,82.0,Off-season,203.45,1371.5,Yes,853.0,0.35,0.11,498,Yes,5,-1.59
6458,2023-11-14,Electronics,BrandD,562.88,2570.83,1330.58,58.17,158.0,75.0,Festival,321.99,1008.5899999999999,No,1167.0,0.18,0.15,105,Yes,21,1.91
6315,2023-12-31,Home,BrandA,595.09,2243.93,1145.02,18.58,167.0,53.0,Festival,2212.15,-1067.13,No,148.0,0.07,0.03,25,No,17,2.01
6381,2023-12-03,Electronics,BrandE,1170.49,1775.42,124.28,36.82,59.0,5.0,Off-season,2235.54,-2111.2599999999998,Yes,606.0,0.41,0.03,347,No,10,1.01
4174,2023-08-17,Electronics,BrandD,891.92,472.17,2016.28,43.6,140.0,98.0,Off-season,1688.77,327.51,Yes,1052.0,0.4,0.22,480,No,26,0.13
7387,2023-03-18,Beauty,BrandD,632.3,2092.62,1705.82,38.79,92.0,10.0,Normal,,,Yes,684.0,0.45,0.25,335,No,7,-2.18
9973,2023-07-07,Fashion,BrandC,972.28,152.49,1651.27,22.65,36.0,0.0,Off-season,1972.35,-321.0799999999999,No,,0.42,0.09,352,No,29,0.32
7767,2023-12-12,Home,BrandB,1113.19,2432.75,2037.89,25.82,60.0,64.0,Normal,2266.62,-228.7299999999998,No,1631.0,0.27,0.17,335,Yes,4,-0.4
1566,2023-09-27,Fashion,BrandB,83.21,981.01,2325.89,50.28,145.0,6.0,Festival,2386.69,-60.80000000000018,Yes,896.0,0.06,0.16,109,No,3,-2.11
5622,2023-04-05,Grocery,BrandA,180.3,439.91,1022.66,39.77,145.0,42.0,Normal,2102.2,-1079.54,No,841.0,0.41,0.27,5,No,19,-2.31
5132,2023-11-06,Fashion,BrandB,187.0,577.02,1111.9,1.41,161.0,41.0,Festival,1210.27,-98.36999999999989,Yes,97.0,0.03,0.03,108,No,5,-1.43
9830,2023-05-12,Electronics,BrandE,386.3,2893.09,2439.84,12.21,53.0,92.0,Festival,1236.07,1203.7700000000002,Yes,131.0,0.35,0.19,434,Yes,6,1.38
7995,2023-02-08,Grocery,BrandC,669.14,2344.11,1687.91,17.18,121.0,33.0,Festival,1332.67,355.24,No,1958.0,0.03,0.1,192,No,27,0.72
5167,2023-03-13,Fashion,BrandA,1215.29,789.83,2140.27,21.93,30.0,6.0,Off-season,1274.12,866.1500000000001,Yes,736.0,0.13,0.23,164,Yes,27,-2.08
3670,2023-10-08,Fashion,BrandB,559.09,2894.05,616.2,34.61,78.0,30.0,Normal,1375.91,-759.71,No,902.0,0.24,0.05,351,No,17,-0.31
9296,2023-11-29,Electronics,BrandB,75.34,506.34,847.32,21.99,164.0,55.0,Normal,285.42,561.9000000000001,Yes,1829.0,0.3,0.21,169,Yes,15,-1.36
2682,2023-06-09,Grocery,BrandC,750.87,2227.23,1027.68,49.5,83.0,0.0,Normal,2132.87,-1105.1899999999998,Yes,1244.0,0.45,0.26,290,Yes,6,2.41
9490,2023-07-06,Electronics,BrandA,1495.11,2004.54,846.98,28.43,91.0,25.0,Normal,87.3,759.6800000000001,No,1978.0,0.49,0.25,480,Yes,13,-2.6
1770,2023-07-10,Fashion,BrandC,556.08,2482.28,2219.88,30.13,67.0,28.0,Festival,158.31,2061.57,No,822.0,0.38,0.29,158,No,22,-1.19
4854,2023-04-30,Home,BrandA,1443.82,1206.93,1317.85,25.64,199.0,34.0,Festival,146.8,1171.05,Yes,1935.0,0.5,0.05,287,Yes,4,-1.57
4118,2023-08-08,Home,BrandB,196.95,1265.32,2387.83,18.63,185.0,36.0,Normal,2348.41,39.42000000000007,No,1758.0,0.11,0.19,287,No,15,-0.59
3132,2023-02-22,Beauty,BrandC,300.99,1911.24,857.6,43.49,127.0,9.0,Off-season,2588.5,-1730.9,Yes,1570.0,0.23,0.03,293,No,29,-2.44
8225,2023-08-10,Home,BrandC,1099.98,1254.8,170.13,13.77,95.0,68.0,Off-season,829.01,-658.88,No,1806.0,0.4,0.16,338,No,23,-1.6
1990,2023-05-11,Grocery,BrandE,776.76,219.92,414.11,41.37,180.0,93.0,Off-season,396.3,17.810000000000002,No,1585.0,0.01,0.15,63,Yes,22,2.47
1710,2023-08-25,Beauty,BrandC,1159.43,2216.15,605.31,31.78,86.0,3.0,Normal,127.71,477.59999999999997,Yes,989.0,0.26,0.06,332,Yes,2,-1.85
5304,2023-09-03,Grocery,BrandA,1302.16,1958.74,1628.73,6.14,61.0,70.0,Festival,2352.62,-723.8899999999999,Yes,1223.0,0.44,0.03,305,No,5,-1.25
6367,2023-08-14,Home,BrandE,414.07,1328.77,518.23,1.08,,60.0,Off-season,981.37,-463.14,Yes,188.0,0.31,0.27,276,No,22,-0.62
1038,2023-07-27,Home,BrandC,1040.1,978.21,1003.23,10.17,6.0,83.0,Off-season,1320.54,-317.30999999999995,No,1525.0,0.37,0.18,163,Yes,18,-1.47
2275,2023-04-06,Fashion,BrandC,931.02,1030.1,2004.84,45.66,111.0,91.0,Off-season,,,No,864.0,0.43,0.14,128,No,10,0.81
8069,2023-07-19,Grocery,BrandE,1299.23,2248.98,381.92,23.08,158.0,6.0,Normal,2365.87,-1983.9499999999998,No,1804.0,0.44,0.13,19,Yes,4,2.83
5857,2023-09-04,Electronics,BrandB,673.65,2214.57,274.76,48.29,95.0,74.0,Festival,,,Yes,496.0,0.2,0.2,42,No,16,0.19
2436,2023-03-13,Fashion,BrandC,125.21,2474.86,1386.73,30.11,39.0,48.0,Festival,2338.53,-951.8000000000002,Yes,1137.0,0.13,0.11,21,Yes,5,1.95
3099,2023-11-14,Grocery,BrandD,882.57,2310.32,1769.33,1.96,77.0,60.0,Normal,1162.98,606.3499999999999,Yes,725.0,0.2,0.22,373,Yes,15,-2.51
9565,2023-07-04,Beauty,BrandB,1440.37,2298.04,2284.51,50.77,82.0,13.0,Festival,626.3,1658.2100000000003,Yes,173.0,0.16,0.07,384,No,16,-0.49
8693,2023-01-06,Grocery,BrandC,71.22,830.14,1681.98,56.18,177.0,71.0,Festival,1597.19,84.78999999999996,Yes,28.0,0.25,0.07,152,Yes,4,-1.4
5251,2023-07-25,Beauty,BrandB,398.37,394.68,2369.75,4.45,79.0,23.0,Off-season,612.15,1757.6,No,907.0,0.2,0.27,274,No,4,-1.13
5025,2023-02-01,Beauty,BrandA,508.3,2309.08,671.75,12.5,136.0,50.0,Festival,899.54,-227.78999999999996,Yes,,0.06,0.11,251,No,27,2.08
7212,2023-04-09,Home,BrandB,1160.47,385.99,907.21,42.93,192.0,30.0,Normal,,,No,1638.0,0.43,0.23,59,Yes,9,0.21
4234,2023-09-13,Electronics,BrandE,518.75,2948.12,2111.13,59.83,24.0,1.0,Festival,2275.15,-164.01999999999998,No,599.0,0.12,0.02,103,No,28,-0.8
8662,2023-07-06,Grocery,BrandC,396.67,2637.76,2042.75,52.58,135.0,71.0,Off-season,1181.65,861.0999999999999,No,1436.0,0.44,0.15,9,Yes,29,-1.08
8550,2023-03-17,Electronics,BrandB,990.41,1647.04,1689.03,5.94,38.0,90.0,Off-season,888.27,800.76,Yes,1488.0,0.1,0.14,239,No,2,-2.61
4123,2023-06-26,Beauty,BrandD,117.29,1121.33,1304.58,36.43,159.0,42.0,Normal,1538.69,-234.11000000000013,No,1890.0,0.38,0.03,175,Yes,28,2.36
1653,2023-11-11,Home,BrandA,297.37,1627.84,122.86,39.91,7.0,87.0,Festival,2002.68,-1879.8200000000002,Yes,1531.0,0.09,0.22,245,No,14,-0.92
5158,2023-10-14,Electronics,BrandA,641.64,2229.48,758.67,37.85,140.0,50.0,Festival,569.5,189.16999999999996,No,878.0,0.28,0.11,300,No,22,0.64
9700,2023-12-15,Fashion,BrandB,565.62,2293.36,463.18,34.08,194.0,69.0,Off-season,2365.37,-1902.1899999999998,No,1518.0,0.47,0.24,262,Yes,26,0.5
6543,2023-09-12,Beauty,BrandE,553.39,313.63,203.84,17.53,193.0,10.0,Festival,552.6,-348.76,Yes,1680.0,0.33,0.08,401,No,1,-0.26
3197,2023-11-21,Fashion,BrandA,207.4,2434.08,1958.11,40.11,108.0,48.0,Off-season,1617.46,340.64999999999986,Yes,,0.03,0.1,239,Yes,6,1.82
4911,2023-07-09,Electronics,BrandB,573.22,1960.34,397.78,43.71,155.0,15.0,Normal,1465.6,-1067.82,No,718.0,0.34,0.04,375,No,23,-1.13
6235,2023-11-04,Electronics,BrandB,1207.09,217.68,944.94,34.55,,92.0,Festival,908.93,36.010000000000105,No,1182.0,0.06,0.07,186,No,5,0.11
5799,2023-12-11,Electronics,BrandA,650.07,1008.17,2445.45,29.83,22.0,40.0,Off-season,,,No,737.0,0.04,0.29,232,Yes,9,-1.43
9707,2023-05-07,Grocery,BrandB,899.95,1580.86,1070.15,13.14,33.0,29.0,Normal,,,No,569.0,0.25,0.19,77,Yes,7,2.05
6360,2023-10-14,Beauty,BrandB,287.19,646.51,422.45,32.68,182.0,44.0,Festival,,,No,1859.0,0.44,0.25,329,Yes,22,0.72
9221,2023-09-11,Beauty,BrandD,151.08,550.2,1749.22,7.7,70.0,70.0,Off-season,2310.83,-561.6099999999999,Yes,1165.0,0.44,0.04,305,Yes,20,-0.81
1325,2023-08-01,Beauty,BrandB,1325.94,141.42,2040.06,4.36,93.0,15.0,Off-season,237.93,1802.1299999999999,Yes,,0.34,0.15,401,No,14,-2.93
4766,2023-09-07,Grocery,BrandB,530.49,2743.5,755.54,46.67,185.0,99.0,Festival,1425.08,-669.54,No,905.0,0.17,0.01,477,Yes,13,0.78
5111,2023-03-25,Electronics,BrandE,557.99,262.71,2038.63,40.58,,30.0,Normal,818.2,1220.43,Yes,1876.0,0.42,0.04,263,Yes,26,1.32
9302,2023-01-13,Electronics,BrandA,1322.65,1161.43,737.08,38.94,18.0,10.0,Festival,2424.5,-1687.42,Yes,1301.0,0.4,0.06,368,No,17,0.62
8015,2023-02-14,Fashion,BrandE,1076.27,696.74,1757.33,55.69,136.0,82.0,Off-season,198.82,1558.51,No,353.0,0.5,0.2,292,No,16,2.92
7856,2023-05-07,Grocery,BrandC,1146.58,2249.0,382.02,22.85,22.0,77.0,Off-season,127.18,254.83999999999997,Yes,1200.0,0.25,0.16,377,Yes,11,-2.3
1106,2023-04-24,Home,BrandE,1038.91,2150.84,1115.33,23.98,12.0,78.0,Normal,2120.09,-1004.7600000000002,No,692.0,0.43,0.25,250,No,3,-1.23
3426,2023-10-03,Grocery,BrandC,203.4,2438.04,1339.6,24.82,158.0,7.0,Normal,1943.87,-604.27,Yes,1930.0,0.32,0.14,436,No,10,-0.47
5378,2023-07-24,Fashion,BrandC,1439.09,1888.74,1835.19,27.92,71.0,11.0,Normal,470.84,1364.3500000000001,No,485.0,0.41,0.18,34,Yes,14,-0.66
5364,2023-12-03,Fashion,BrandE,1368.25,1815.79,1653.08,30.77,109.0,87.0,Normal,2454.0,-800.9200000000001,No,523.0,0.03,0.19,399,No,5,1.45
3531,2023-09-30,Fashion,BrandD,392.52,1280.62,2145.09,46.68,18.0,,Normal,2282.08,-136.98999999999978,No,31.0,0.17,0.03,176,Yes,20,-2.23
7810,2023-02-27,Electronics,BrandE,1215.79,1945.44,525.98,13.06,4.0,37.0,Off-season,692.2,-166.22000000000003,No,1312.0,0.26,0.26,189,No,17,-2.57
6316,2023-11-24,Home,BrandA,643.62,434.1,1680.22,26.05,166.0,54.0,Off-season,1804.74,-124.51999999999998,Yes,1466.0,0.09,0.15,386,Yes,9,-2.81
6362,2023-08-07,Fashion,BrandE,1041.46,2085.09,389.16,30.31,119.0,12.0,Normal,1159.9,-770.74,No,178.0,0.22,0.21,414,Yes,10,1.13
5693,2023-04-19,Beauty,BrandD,290.12,401.3,1236.95,10.15,141.0,81.0,Off-season,1493.07,-256.1199999999999,No,438.0,0.13,0.14,406,Yes,22,1.75
9990,2023-10-06,Electronics,BrandE,830.9,2599.05,1349.43,42.12,149.0,34.0,Festival,2073.38,-723.95,Yes,1534.0,0.09,0.17,355,Yes,9,-0.13
6268,2023-06-23,Home,BrandD,233.59,1566.48,145.98,3.38,149.0,92.0,Normal,1669.57,-1523.59,Yes,432.0,0.23,0.15,243,No,22,-0.72
3011,2023-11-24,Beauty,BrandA,827.44,1638.04,250.26,35.15,4.0,61.0,Festival,317.14,-66.88,Yes,582.0,0.25,0.2,47,Yes,6,-1.93
1425,2023-09-21,Home,BrandB,403.21,1796.09,2111.04,12.13,189.0,19.0,Normal,1607.52,503.52,Yes,956.0,0.12,0.04,149,Yes,20,-0.14
4044,2023-11-11,Home,BrandD,706.08,2350.55,774.03,0.51,179.0,53.0,Off-season,547.31,226.72000000000003,Yes,742.0,0.22,0.2,365,Yes,15,-2.36
7229,2023-04-21,Beauty,BrandD,1018.56,1487.56,917.67,18.95,79.0,97.0,Normal,1203.36,-285.68999999999994,No,1697.0,0.23,0.24,224,No,21,-2.32
2239,2023-07-06,Grocery,BrandD,1321.76,1340.01,1629.78,25.75,166.0,66.0,Off-season,1069.9,559.8799999999999,No,160.0,0.35,0.03,165,Yes,10,-0.34
7566,2023-09-26,Home,BrandA,289.67,936.17,614.13,49.04,25.0,62.0,Off-season,290.83,323.3,Yes,173.0,0.46,0.18,412,Yes,11,-2.88
4391,2023-08-17,Grocery,BrandC,1345.24,471.31,546.73,24.47,116.0,98.0,Off-season,329.74,216.99,Yes,1850.0,0.23,0.03,382,No,11,1.3
5213,2023-06-05,Home,BrandD,615.55,651.99,1100.13,54.93,79.0,94.0,Off-season,2065.06,-964.9299999999998,No,901.0,0.5,0.09,456,No,13,2.55
4997,2023-07-08,Beauty,BrandA,1273.51,101.53,222.77,50.55,124.0,70.0,Normal,1531.66,-1308.89,Yes,401.0,0.08,0.08,68,No,28,-1.03
4006,2023-09-29,Home,BrandB,793.19,2621.32,2299.07,11.56,183.0,8.0,Festival,2533.73,-234.65999999999985,No,444.0,0.37,0.27,275,Yes,12,0.87
8025,2023-01-02,Fashion,BrandD,1300.2,2318.38,2355.06,9.34,139.0,60.0,Normal,2477.55,-122.49000000000024,No,1924.0,0.14,0.07,443,No,6,2.48
4039,2023-09-03,Fashion,BrandC,1011.09,734.18,1164.64,14.63,48.0,49.0,Off-season,560.4,604.2400000000001,Yes,310.0,0.04,0.08,491,No,17,-1.63
7558,2023-07-29,Home,BrandA,787.64,106.93,586.36,21.58,139.0,58.0,Normal,,,Yes,1546.0,0.03,0.14,494,No,8,0.26
9790,2023-10-13,Beauty,BrandB,503.18,1527.14,1218.79,35.01,95.0,47.0,Festival,901.72,317.06999999999994,Yes,1036.0,0.03,0.03,401,No,27,0.49
2184,2023-12-25,Beauty,BrandC,1454.92,1296.46,321.84,7.44,132.0,16.0,Normal,513.75,-191.91000000000003,Yes,315.0,0.31,0.12,475,No,15,1.97
3584,2023-01-13,Electronics,BrandB,1211.3,2350.42,1042.67,31.92,99.0,51.0,Off-season,1218.39,-175.72000000000003,Yes,1722.0,0.23,0.18,327,No,18,0.66
